"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.473172137E0,1.383051515E0,-9.954142570E0,-1.655833244E0
2.482858648E0,1.526620865E0,-9.384650230E0,-1.134197950E0
2.492545731E0,1.344766378E0,-9.217152596E0,-1.296909928E0
2.502232346E0,1.071984529E0,-9.059226990E0,-1.335195065E0
2.511918231E0,8.709874153E-1,-9.183652878E0,-1.277767301E0
2.521605419E0,9.762716293E-1,-9.408578873E0,-9.906286001E-1
2.531294064E0,1.186840057E0,-9.815358162E0,-1.004985452E0
2.540980992E0,1.095912814E0,-9.978070259E0,-9.762716293E-1
2.550667710E0,8.566305041E-1,-9.777072906E0,-8.853443861E-1
2.560355783E0,6.699903607E-1,-9.786644936E0,-8.805587292E-1
2.570041669E0,6.029912829E-1,-9.724431038E0,-1.105484009E0
2.579728960E0,4.402793646E-1,-9.652647018E0,-1.129412293E0
2.589415783E0,5.168496966E-1,-9.887143135E0,-9.906286001E-1
2.599103023E0,6.125625968E-1,-9.954142570E0,-1.115055323E0
2.608790002E0,3.972085714E-1,-1.045184898E1,-9.475577474E-1
2.618476929E0,1.531406492E-1,-1.196889877E1,-9.427721500E-1
2.628164221E0,3.445664644E-1,-1.226082325E1,-1.569691658E0
2.637851617E0,3.684946895E-1,-1.140897846E1,-1.741974831E0
2.647538856E0,3.589234054E-1,-1.058106136E1,-1.641476393E0
2.657224846E0,3.684946895E-1,-1.038485050E1,-1.588834286E0
2.666912189E0,3.684946895E-1,-1.036570740E1,-1.488335729E0
2.676599846E0,2.009970993E-1,-1.018385315E1,-1.603191137E0
2.686286669E0,-1.148554832E-1,-9.365508080E0,-1.765903115E0
2.695973023E0,-4.450650215E-1,-9.925428391E0,-1.483550072E0
2.705659117E0,-1.435693651E-1,-9.638289452E0,-9.571290612E-1
2.715344689E0,1.483550072E-1,-9.183652878E0,-1.201196909E0
2.725028908E0,2.392822653E-1,-9.020941734E0,-1.009771109E0
2.734716356E0,2.823530734E-1,-9.437292099E0,-1.105484009E0
2.744402814E0,1.435693651E-1,-9.872786522E0,-1.172483087E0
