"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.590916063E0,9.729216576E0,9.571290575E-3,3.828516230E-2
3.600600854E0,9.724431038E0,0.000000000E0,7.657032460E-2
3.610286323E0,9.724431038E0,0.000000000E0,9.571290761E-2
3.619971740E0,9.738788605E0,0.000000000E0,8.135596663E-2
3.629657208E0,9.724431038E0,-1.435693540E-2,8.614161611E-2
3.639343875E0,9.729216576E0,1.435693540E-2,9.092725813E-2
3.649029500E0,9.734002113E0,0.000000000E0,8.614161611E-2
3.658714500E0,9.753145218E0,4.785645287E-3,2.871387079E-2
3.668400021E0,9.753145218E0,0.000000000E0,6.221338734E-2
3.678087000E0,9.719645500E0,1.914258115E-2,7.657032460E-2
3.687770594E0,9.734002113E0,4.785645287E-3,1.244267747E-1
3.697454865E0,9.738788605E0,-1.435693540E-2,7.178468257E-2
3.707140542E0,9.738788605E0,1.435693540E-2,7.178468257E-2
3.716825177E0,9.743574142E0,9.571290575E-3,7.178468257E-2
3.726509240E0,9.743574142E0,-4.785645287E-3,8.135596663E-2
3.736192781E0,9.729216576E0,0.000000000E0,1.148554832E-1
3.745877260E0,9.724431038E0,-9.571290575E-3,1.100698411E-1
3.755562313E0,9.734002113E0,-4.785645287E-3,1.004985496E-1
3.765247573E0,9.724431038E0,-4.785645287E-3,1.148554832E-1
3.774932052E0,9.724431038E0,0.000000000E0,1.100698411E-1
3.784615958E0,9.729216576E0,2.392822690E-2,3.349951655E-2
3.794299552E0,9.738788605E0,2.392822690E-2,-7.178468257E-2
3.803985073E0,9.734002113E0,-9.571290575E-3,2.057827413E-1
3.813670906E0,9.734002113E0,0.000000000E0,2.679961324E-1
3.823355490E0,9.724431038E0,4.785645287E-3,-7.178468257E-2
3.833041010E0,9.719645500E0,-9.571290575E-3,2.871387079E-2
3.842726740E0,9.743574142E0,9.571290575E-3,1.914258115E-2
3.852411740E0,9.734002113E0,-4.785645287E-3,1.052841991E-1
3.862096740E0,9.748359680E0,0.000000000E0,7.657032460E-2
3.871782677E0,9.729216576E0,-9.571290575E-3,1.292124242E-1
3.881468771E0,9.734002113E0,1.435693540E-2,3.349951655E-2
3.891154969E0,9.734002113E0,4.785645287E-3,3.349951655E-2
3.900839448E0,9.738788605E0,0.000000000E0,-1.722832322E-1
3.910524188E0,9.729216576E0,-1.914258115E-2,6.556333899E-1
3.920209135E0,9.734002113E0,1.914258115E-2,-1.148554832E-1
3.929893615E0,9.738788605E0,1.435693540E-2,-4.307080805E-2
3.939577654E0,9.734002113E0,4.785645287E-3,1.100698411E-1
3.949262133E0,9.714859962E0,1.914258115E-2,-1.914258152E-1
3.958947602E0,9.748359680E0,-1.435693540E-2,3.876372576E-1
3.968634685E0,9.738788605E0,1.914258115E-2,5.742774159E-2
3.978319424E0,9.748359680E0,1.435693540E-2,6.699903309E-2
