"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.768125443E1,-1.292124242E-1,9.925428391E0,1.866401732E-1
1.769093995E1,-1.244267747E-1,9.925428391E0,1.818545163E-1
1.770062438E1,-1.244267747E-1,9.934999466E0,1.866401732E-1
1.771030959E1,-1.292124242E-1,9.939785004E0,1.818545163E-1
1.771999490E1,-1.387837082E-1,9.920642853E0,1.627119333E-1
1.772968027E1,-1.292124242E-1,9.930213928E0,1.674975902E-1
1.773936610E1,-1.339980662E-1,9.930213928E0,1.818545163E-1
1.774905188E1,-1.244267747E-1,9.944570541E0,1.674975902E-1
1.775873719E1,-1.148554832E-1,9.930213928E0,1.770688742E-1
1.776842167E1,-1.196411327E-1,9.920642853E0,1.770688742E-1
1.777810568E1,-1.196411327E-1,9.934999466E0,1.818545163E-1
1.778779178E1,-1.100698411E-1,9.939785004E0,1.627119333E-1
1.779747563E1,-1.292124242E-1,9.934999466E0,1.770688742E-1
1.780715891E1,-1.339980662E-1,9.930213928E0,1.722832322E-1
1.781684396E1,-1.292124242E-1,9.930213928E0,1.866401732E-1
1.782652902E1,-1.292124242E-1,9.925428391E0,1.818545163E-1
1.783621433E1,-1.292124242E-1,9.925428391E0,1.818545163E-1
1.784589959E1,-1.148554832E-1,9.925428391E0,1.770688742E-1
1.785558558E1,-1.244267747E-1,9.930213928E0,1.818545163E-1
1.786527063E1,-1.387837082E-1,9.939785004E0,1.818545163E-1
1.787495594E1,-1.292124242E-1,9.939785004E0,1.674975902E-1
1.788464183E1,-1.148554832E-1,9.930213928E0,1.914258152E-1
1.789432667E1,-1.292124242E-1,9.930213928E0,1.914258152E-1
1.790401250E1,-1.100698411E-1,9.934999466E0,1.674975902E-1
1.791369855E1,-1.387837082E-1,9.930213928E0,1.818545163E-1
1.792338584E1,-1.244267747E-1,9.930213928E0,1.722832322E-1
1.793307240E1,-1.339980662E-1,9.915857315E0,1.770688742E-1
1.794275823E1,-1.244267747E-1,9.954142570E0,1.866401732E-1
1.795244412E1,-1.292124242E-1,9.939785004E0,1.722832322E-1
1.796213053E1,-1.244267747E-1,9.925428391E0,1.818545163E-1
1.797181443E1,-1.292124242E-1,9.925428391E0,1.914258152E-1
1.798149990E1,-1.339980662E-1,9.934999466E0,1.770688742E-1
1.799118464E1,-1.387837082E-1,9.939785004E0,1.866401732E-1
1.800087000E1,-1.244267747E-1,9.934999466E0,1.770688742E-1
1.801055474E1,-1.148554832E-1,9.934999466E0,1.770688742E-1
1.802024026E1,-1.339980662E-1,9.930213928E0,1.770688742E-1
1.802992584E1,-1.244267747E-1,9.915857315E0,1.866401732E-1
1.803961115E1,-1.196411327E-1,9.915857315E0,1.770688742E-1
1.804929547E1,-1.292124242E-1,9.934999466E0,1.818545163E-1
1.805897875E1,-1.244267747E-1,9.930213928E0,1.770688742E-1
1.806866417E1,-1.100698411E-1,9.930213928E0,1.722832322E-1
1.807834969E1,-1.244267747E-1,9.920642853E0,1.722832322E-1
1.808803563E1,-1.292124242E-1,9.925428391E0,1.722832322E-1
1.809772016E1,-1.196411327E-1,9.930213928E0,1.770688742E-1
1.810740386E1,-1.100698411E-1,9.925428391E0,1.770688742E-1
1.811708865E1,-1.196411327E-1,9.930213928E0,1.627119333E-1
1.812677334E1,-1.244267747E-1,9.944570541E0,1.818545163E-1
1.813645813E1,-1.244267747E-1,9.934999466E0,1.866401732E-1
1.814614282E1,-1.292124242E-1,9.934999466E0,1.818545163E-1
1.815582860E1,-1.292124242E-1,9.934999466E0,1.914258152E-1
1.816551469E1,-1.339980662E-1,9.934999466E0,1.818545163E-1
1.817520167E1,-1.244267747E-1,9.920642853E0,1.818545163E-1
1.818488740E1,-1.196411327E-1,9.915857315E0,1.866401732E-1
1.819457318E1,-1.292124242E-1,9.930213928E0,1.818545163E-1
1.820425802E1,-1.292124242E-1,9.934999466E0,1.818545163E-1
1.821394250E1,-1.339980662E-1,9.949356079E0,1.866401732E-1
1.822362886E1,-1.387837082E-1,9.939785004E0,1.818545163E-1
1.823331485E1,-1.244267747E-1,9.934999466E0,1.818545163E-1
1.824300027E1,-1.196411327E-1,9.939785004E0,1.770688742E-1
