"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.571592448E0,-9.767501831E0,-7.657032460E-2,2.129612207E0
2.581276719E0,-9.815358162E0,-3.445664644E-1,2.033899307E0
2.590960313E0,-9.777072906E0,-5.216353536E-1,1.971685886E0
2.600646042E0,-9.643074989E0,-3.637090325E-1,1.737189293E0
2.610331823E0,-9.470791817E0,-3.302095234E-1,1.531406522E0
2.620016355E0,-9.542576790E0,-3.254238665E-1,1.205982566E0
2.629700938E0,-9.556933403E0,-3.206382394E-1,1.052842021E0
2.639386042E0,-9.853643417E0,9.571290575E-3,1.435693540E-2
2.649069480E0,-9.882357597E0,3.828516230E-2,-3.828516230E-2
2.658753594E0,-9.939785004E0,-8.135596663E-2,1.052841991E-1
2.668438334E0,-1.016471100E1,-7.178468257E-2,-1.483550072E-1
2.678123334E0,-9.973284721E0,-2.727817893E-1,5.742774606E-1
2.687809011E0,-9.925428391E0,-2.679961324E-1,1.296909928E0
2.697495573E0,-9.973284721E0,-1.004985496E-1,8.470591903E-1
2.707181355E0,-1.327538013E1,-2.225325108E0,3.938585997E0
2.716866459E0,-9.614361763E0,1.158126116E0,2.321038008E0
2.726551407E0,-9.891928673E0,7.609176040E-1,3.206382275E0
2.736238073E0,-9.834501266E0,6.987041831E-1,4.977070987E-1
2.745923698E0,-1.002114105E1,2.344966233E-1,2.153540403E-1
2.755608021E0,-9.978070259E0,-4.689932466E-1,7.800601721E-1
2.765293646E0,-1.000678444E1,-4.546363056E-1,-3.014956415E-1
2.774978907E0,-1.006899738E1,-5.694918036E-1,1.579262912E-1
2.784664376E0,-1.006899738E1,-5.790630579E-1,-8.327022791E-1
2.794348646E0,-1.000199890E1,-3.732803464E-1,3.589234054E-1
2.804034011E0,-1.014078236E1,-2.201396823E-1,-3.445664644E-1
2.813719115E0,-1.022213840E1,2.871387079E-2,7.752745152E-1
2.823403542E0,-1.007378292E1,4.307080805E-1,1.641476393E0
2.833089376E0,-9.810572624E0,6.508477330E-1,1.737189293E0
2.842776355E0,-9.877572060E0,8.039883971E-1,3.436093330E0
2.852462188E0,-9.145368576E0,8.805587292E-1,4.278367043E0
2.862147501E0,-9.848857880E0,-2.775674164E-1,1.722832322E0
2.871832709E0,-9.667003632E0,2.392822690E-2,3.206382394E-1
2.881517709E0,-9.690931320E0,6.221338734E-2,-3.349951804E-1
2.891202448E0,-1.042792130E1,1.914258115E-2,-8.566305041E-1
2.900887657E0,-9.853643417E0,3.349951655E-2,7.178468257E-2
2.910573386E0,-1.042792130E1,1.387837082E-1,-1.579262912E-1
